2024-02-05T06:04:10	Connected: ::1
2024-02-05T06:04:10	::1 city.read()
2024-02-05T06:08:55	Static on port 8001
2024-02-05T06:09:12	API on port 8000
2024-02-05T06:09:12	Static on port 8001
2024-02-05T06:09:20	API on port 8000
2024-02-05T06:09:20	Static on port 8001
2024-02-05T06:09:21	Connected: ::1
2024-02-05T06:09:21	::1 city.read()
2024-02-05T06:09:54	API on port 8000
2024-02-05T06:09:54	Static on port 8001
2024-02-05T06:13:30	API on port 8000
2024-02-05T06:13:30	Static on port 8001
2024-02-05T06:13:32	/
2024-02-05T06:13:56	API on port 8000
2024-02-05T06:13:56	Static on port 8001
2024-02-05T06:13:57	/
2024-02-05T06:17:45	API on port 8000
2024-02-05T06:17:45	Static on port 8001
2024-02-05T06:17:48	/city
2024-02-05T06:18:32	API on port 8000
2024-02-05T06:18:32	Static on port 8001
2024-02-05T06:18:33	/city OPTIONS city
2024-02-05T06:19:51	API on port 8000
2024-02-05T06:19:51	Static on port 8001
2024-02-05T06:19:53	/ GET 
2024-02-05T06:19:53	/city OPTIONS city
2024-02-05T06:20:13	API on port 8000
2024-02-05T06:20:13	Static on port 8001
2024-02-05T06:20:14	/ GET 
2024-02-05T06:20:14	/city GET city
2024-02-05T06:20:14	::1 GET /city
2024-02-05T06:20:14	[ undefined ]
2024-02-05T06:20:32	API on port 8000
2024-02-05T06:20:32	Static on port 8001
2024-02-05T06:20:33	/city OPTIONS city
2024-02-05T06:20:33	/ GET 
2024-02-05T06:22:21	API on port 8000
2024-02-05T06:22:21	Static on port 8001
2024-02-05T06:22:27	API on port 8000
2024-02-05T06:22:27	Static on port 8001
2024-02-05T06:22:28	/city GET city
2024-02-05T06:22:28	::1 GET /city
2024-02-05T06:22:28	[ undefined ]
2024-02-05T06:22:40	API on port 8000
2024-02-05T06:22:40	Static on port 8001
2024-02-05T06:22:41	/city GET city
2024-02-05T06:22:41	::1 GET /city
2024-02-05T06:22:41	[ undefined ]
2024-02-05T06:24:25	API on port 8000
2024-02-05T06:24:25	Static on port 8001
2024-02-05T06:24:26	/city GET city
2024-02-05T06:24:26	::1 GET /city
2024-02-05T06:24:26	[ undefined ]
2024-02-05T06:24:30	API on port 8000
2024-02-05T06:24:30	Static on port 8001
2024-02-05T06:24:31	/city GET city
2024-02-05T06:24:31	::1 GET /city
2024-02-05T06:24:31	[ undefined ]
2024-02-05T06:24:42	API on port 8000
2024-02-05T06:24:42	Static on port 8001
2024-02-05T06:24:43	/city GET city
2024-02-05T06:24:43	::1 GET /city
2024-02-05T06:24:43	[ undefined ]
2024-02-05T06:25:30	API on port 8000
2024-02-05T06:25:30	Static on port 8001
2024-02-05T06:25:31	/city/ GET city
2024-02-05T06:25:31	::1 GET /city/
2024-02-05T06:25:31	[ '' ]
2024-02-05T06:25:47	API on port 8000
2024-02-05T06:25:47	Static on port 8001
2024-02-05T06:25:48	/city/ GET city
2024-02-05T06:25:48	::1 GET /city/
2024-02-05T06:25:48	[ '' ]
2024-02-05T06:26:37	API on port 8000
2024-02-05T06:26:37	Static on port 8001
2024-02-05T06:26:38	/city/ GET city
2024-02-05T06:26:38	::1 GET /city/
2024-02-05T06:26:38	[ '' ]
2024-02-05T06:26:42	API on port 8000
2024-02-05T06:26:42	Static on port 8001
2024-02-05T06:26:43	/city/ GET city
2024-02-05T06:26:43	::1 GET /city/
2024-02-05T06:26:43	[ '' ]
2024-02-05T06:27:58	API on port 8000
2024-02-05T06:27:58	Static on port 8001
2024-02-05T06:27:59	/city/null GET city
2024-02-05T06:27:59	::1 GET /city/null
2024-02-05T06:27:59	[ 'null' ]
2024-02-05T06:28:11	API on port 8000
2024-02-05T06:28:11	Static on port 8001
2024-02-05T06:28:12	/city/ GET city
2024-02-05T06:28:12	::1 GET /city/
2024-02-05T06:28:12	[ '' ]
2024-02-05T06:28:19	API on port 8000
2024-02-05T06:28:19	Static on port 8001
2024-02-05T06:28:20	/city/ GET city
2024-02-05T06:28:20	::1 GET /city/
2024-02-05T06:28:20	[ '' ]
2024-02-05T06:28:42	API on port 8000
2024-02-05T06:28:42	Static on port 8001
2024-02-05T06:28:43	/city/ OPTIONS city
2024-02-05T06:28:43	/city/ POST city
2024-02-05T06:28:43	::1 POST /city/
2024-02-05T06:28:43	[ [] ]
2024-02-05T06:30:09	API on port 8000
2024-02-05T06:30:09	Static on port 8001
2024-02-05T06:30:10	/city/undefined GET city
2024-02-05T06:30:10	::1 GET /city/undefined
2024-02-05T06:30:10	[ 'undefined' ]
2024-02-05T06:33:59	API on port 8000
2024-02-05T06:33:59	Static on port 8001
2024-02-05T06:34:01	/city GET city
2024-02-05T06:34:01	::1 GET /city
2024-02-05T06:34:01	[ undefined ]
2024-02-05T06:34:07	API on port 8000
2024-02-05T06:34:07	Static on port 8001
2024-02-05T06:34:08	/city/1 GET city
2024-02-05T06:34:08	::1 GET /city/1
2024-02-05T06:34:08	[ '1' ]
2024-02-05T06:35:13	API on port 8000
2024-02-05T06:35:13	Static on port 8001
2024-02-05T06:35:14	/city GET city
2024-02-05T06:35:14	::1 GET /city
2024-02-05T06:35:14	[ undefined ]
2024-02-05T06:35:24	API on port 8000
2024-02-05T06:35:24	Static on port 8001
2024-02-05T06:35:25	/country GET country
2024-02-05T06:35:25	::1 GET /country
2024-02-05T06:35:25	[ undefined ]
2024-02-05T06:35:25	API country:  undefined
2024-02-05T06:35:53	API on port 8000
2024-02-05T06:35:53	Static on port 8001
2024-02-05T06:36:12	API on port 8000
2024-02-05T06:36:12	Static on port 8001
2024-02-05T06:36:13	/user GET user
2024-02-05T06:36:13	::1 GET /user
2024-02-05T06:36:13	[ undefined ]
2024-02-05T06:36:47	API on port 8000
2024-02-05T06:36:47	Static on port 8001
2024-02-05T06:36:48	/user/14 OPTIONS user
2024-02-05T06:36:48	/user/14 PUT user
2024-02-05T06:38:27	API on port 8000
2024-02-05T06:38:27	Static on port 8001
2024-02-05T06:38:28	/user/14 OPTIONS user
2024-02-05T06:38:28	/user/14 PUT user
2024-02-05T06:38:45	API on port 8000
2024-02-05T06:38:45	Static on port 8001
2024-02-05T06:39:26	API on port 8000
2024-02-05T06:39:26	Static on port 8001
2024-02-05T06:40:26	API on port 8000
2024-02-05T06:40:26	Static on port 8001
2024-02-05T06:40:26	/user/14 OPTIONS user
2024-02-05T06:40:26	/user/14 PUT user
2024-02-05T06:42:02	API on port 8000
2024-02-05T06:42:02	Static on port 8001
2024-02-05T06:42:03	/user/14 OPTIONS user
2024-02-05T06:42:03	/user/14 PUT user
2024-02-05T06:42:03	::1 PUT /user/14
2024-02-05T06:42:03	[ '14', { login: 'andromed', password: 'pass' } ]
2024-02-05T06:42:32	API on port 8000
2024-02-05T06:42:32	Static on port 8001
2024-02-05T06:42:33	/user/14 OPTIONS user
2024-02-05T06:42:33	/user/14 PUT user
2024-02-05T06:42:33	::1 PUT /user/14
2024-02-05T06:42:33	[ '14', { login: 'andromed1', password: 'pass' } ]
2024-02-05T06:42:33	/user GET user
2024-02-05T06:42:33	::1 GET /user
2024-02-05T06:42:33	[ undefined ]
2024-02-05T07:46:43	API on port 8000
2024-02-05T07:46:43	Static on port 8001
2024-02-05T07:46:51	API on port 8000
2024-02-05T07:46:51	Static on port 8001
2024-02-05T07:46:53	/user/14 OPTIONS user
2024-02-05T07:46:53	/user/14 PUT user
2024-02-05T07:46:53	::1 PUT /user/14
2024-02-05T07:46:53	[ '14', { login: 'andromed1', password: 'pass' } ]
2024-02-05T07:46:53	/user GET user
2024-02-05T07:46:53	::1 GET /user
2024-02-05T07:46:53	[ undefined ]
